case_id,first_name,last_name,date_of_birth,gender,race,height_cm,weight_kg,eye_color,hair_color,missing_city,missing_state,missing_date,missing_age,recovery_status,recovery_date,circumstance,reporter_type,last_seen_location
C00976,Kabir,Sharma,2021-09-26,Female,Asian,118,34,Black,Red,Bangalore,Tamil Nadu,2021-07-04,4,Found,2021-12-24,Last seen near park,Teacher,"Near mall, Ahmedabad"
C00977,Kabir,Singh,2016-03-23,Male,Mixed,105,42,Blue,Brown,Mumbai,Maharashtra,2024-08-30,9,Still Missing,,Abducted by unknown person,Parent,"Near bus stop, Lucknow"
C00978,Ishaan,Singh,2015-06-27,Female,Asian,128,42,Brown,Brown,Jaipur,Gujarat,2021-09-08,10,Still Missing,,Missing after school,Relative,"Near school, Pune"
C00979,Vivaan,Sharma,2019-06-27,Female,Caucasian,132,42,Hazel,Grey,Chennai,Maharashtra,2021-06-02,6,Found,2021-10-21,Last seen near park,Teacher,"Near school, Jaipur"
C00980,Riya,Patel,2015-01-17,Female,Mixed,111,18,Blue,Black,Hyderabad,Delhi,2023-05-16,10,Still Missing,,Missing after school,Relative,"Near school, Jaipur"
C00981,Riya,Singh,2016-10-14,Female,Caucasian,111,18,Blue,Brown,Pune,Rajasthan,2022-04-09,8,Found,2022-08-29,Wandered away from home,Police,"Near temple, Mumbai"
C00982,Vivaan,Patel,2018-08-05,Female,Mixed,149,27,Brown,Black,Lucknow,Tamil Nadu,2021-11-13,7,Found,2021-11-18,Wandered away from home,Teacher,"Near temple, Ahmedabad"
C00983,Diya,Joshi,2017-10-09,Male,Mixed,155,37,Black,Red,Bangalore,Tamil Nadu,2024-08-08,8,Found,2024-08-20,Lost during travel,Relative,"Near temple, Mumbai"
C00984,Arjun,Joshi,2021-05-06,Female,Caucasian,160,31,Hazel,Black,Pune,Maharashtra,2025-08-11,4,Found,2025-11-26,Lost during travel,Police,"Near temple, Pune"
C00985,Riya,Patel,2017-10-11,Male,Asian,154,41,Hazel,Black,Pune,Karnataka,2021-08-24,7,Found,2021-09-13,Abducted by unknown person,Police,"Near mall, Bangalore"
C00986,Kabir,Mehta,2016-06-17,Male,Caucasian,97,30,Blue,Blonde,Pune,Tamil Nadu,2023-03-24,9,Still Missing,,Wandered away from home,Teacher,"Near market, Lucknow"
C00987,Aisha,Singh,2020-01-14,Female,Asian,127,45,Brown,Red,Mumbai,Karnataka,2024-06-03,5,Found,2024-08-02,Wandered away from home,NGO,"Near temple, Bangalore"
C00988,Riya,Kumar,2021-04-27,Female,Caucasian,157,42,Blue,Blonde,Mumbai,Maharashtra,2022-03-25,4,Found,2022-07-30,Missing after school,NGO,"Near school, Ahmedabad"
C00989,Aditya,Gupta,2015-04-27,Male,Hispanic,98,31,Brown,Brown,Kolkata,Gujarat,2021-10-05,10,Still Missing,,Separated in a crowd,NGO,"Near market, Delhi"
C00990,Riya,Gupta,2013-07-14,Male,Caucasian,144,15,Blue,Red,Pune,Uttar Pradesh,2022-07-31,12,Found,2023-01-16,Separated in a crowd,NGO,"Near school, Chennai"
C00991,Diya,Das,2012-11-21,Male,African,102,49,Blue,Black,Jaipur,Karnataka,2021-06-22,12,Still Missing,,Abducted by unknown person,Teacher,"Near mall, Kolkata"
C00992,Ishaan,Gupta,2014-12-06,Female,Asian,151,32,Hazel,Black,Pune,Delhi,2023-11-06,10,Still Missing,,Missing after school,NGO,"Near temple, Pune"
C00993,Vivaan,Das,2022-06-19,Male,Asian,146,24,Blue,Brown,Bangalore,Maharashtra,2025-09-29,3,Still Missing,,Missing after school,Police,"Near school, Ahmedabad"
C00994,Aisha,Gupta,2021-03-02,Female,Caucasian,129,28,Hazel,Red,Lucknow,Tamil Nadu,2022-01-08,4,Still Missing,,Wandered away from home,Parent,"Near school, Kolkata"
C00995,Ishaan,Sharma,2013-09-18,Female,Hispanic,96,15,Black,Blonde,Mumbai,Delhi,2024-11-07,12,Still Missing,,Separated in a crowd,NGO,"Near market, Mumbai"
C00996,Aisha,Nair,2021-06-23,Male,African,110,19,Blue,Brown,Delhi,Gujarat,2025-06-22,4,Still Missing,,Missing after school,Relative,"Near bus stop, Hyderabad"
C00997,Diya,Patel,2018-03-10,Female,Caucasian,130,29,Green,Brown,Jaipur,Uttar Pradesh,2021-03-31,7,Found,2021-09-21,Lost during travel,Police,"Near temple, Pune"
C00998,Riya,Nair,2020-05-05,Male,Asian,139,37,Black,Grey,Lucknow,Uttar Pradesh,2024-11-29,5,Found,2025-04-01,Abducted by unknown person,Police,"Near bus stop, Kolkata"
C00999,Ishaan,Joshi,2014-10-03,Male,Asian,113,33,Green,Blonde,Ahmedabad,Uttar Pradesh,2021-03-24,11,Still Missing,,Wandered away from home,Parent,"Near school, Jaipur"
C01000,Kabir,Reddy,2016-05-07,Male,Mixed,103,50,Black,Blonde,Mumbai,Telangana,2020-12-13,9,Found,2021-03-30,Missing after school,Teacher,"Near mall, Ahmedabad"
C01001,Kabir,Nair,2013-02-19,Female,Caucasian,90,35,Brown,Red,Bangalore,Tamil Nadu,2025-06-24,12,Still Missing,,Missing after school,NGO,"Near bus stop, Jaipur"
C01002,Kabir,Nair,2022-03-23,Female,Asian,121,46,Blue,Brown,Lucknow,Karnataka,2021-01-20,3,Found,2021-03-13,Separated in a crowd,Parent,"Near mall, Lucknow"
C01003,Vivaan,Reddy,2019-05-01,Female,Mixed,131,26,Blue,Black,Mumbai,Gujarat,2021-10-21,6,Still Missing,,Separated in a crowd,Police,"Near bus stop, Mumbai"
C01004,Ananya,Gupta,2017-02-25,Male,Mixed,139,28,Brown,Red,Kolkata,West Bengal,2022-12-03,8,Still Missing,,Wandered away from home,Police,"Near school, Bangalore"
C01005,Riya,Sharma,2018-04-11,Male,African,118,47,Green,Black,Hyderabad,Telangana,2023-02-04,7,Found,2023-02-22,Abducted by unknown person,Teacher,"Near market, Kolkata"
C01006,Aditya,Reddy,2020-05-03,Male,Asian,154,15,Hazel,Brown,Bangalore,West Bengal,2025-02-08,5,Still Missing,,Wandered away from home,Police,"Near mall, Jaipur"
C01007,Kabir,Sharma,2017-07-10,Male,Asian,151,22,Green,Black,Bangalore,Uttar Pradesh,2023-10-21,8,Still Missing,,Separated in a crowd,NGO,"Near school, Mumbai"
C01008,Kabir,Reddy,2020-08-10,Female,Hispanic,133,26,Blue,Brown,Chennai,Tamil Nadu,2023-06-07,5,Still Missing,,Last seen near park,Relative,"Near temple, Chennai"
C01009,Riya,Joshi,2021-03-26,Female,Hispanic,125,44,Blue,Red,Kolkata,Karnataka,2023-06-12,4,Still Missing,,Last seen near park,Teacher,"Near temple, Bangalore"
C01010,Riya,Gupta,2016-02-03,Male,Caucasian,130,19,Black,Red,Delhi,Tamil Nadu,2021-12-08,9,Found,2022-05-17,Wandered away from home,Parent,"Near bus stop, Bangalore"
C01011,Diya,Sharma,2017-11-05,Male,Mixed,133,29,Brown,Brown,Hyderabad,Tamil Nadu,2024-09-13,7,Found,2024-10-01,Last seen near park,Parent,"Near temple, Hyderabad"
C01012,Vivaan,Das,2013-08-25,Male,African,135,37,Hazel,Brown,Kolkata,Maharashtra,2022-10-31,12,Still Missing,,Last seen near park,Police,"Near bus stop, Chennai"
C01013,Diya,Das,2015-12-27,Female,Asian,159,17,Green,Brown,Mumbai,Tamil Nadu,2021-08-18,9,Still Missing,,Separated in a crowd,Parent,"Near temple, Delhi"
C01014,Ananya,Mehta,2015-12-25,Female,African,125,49,Hazel,Brown,Pune,Maharashtra,2023-12-22,9,Still Missing,,Lost during travel,NGO,"Near temple, Ahmedabad"
C01015,Arjun,Gupta,2020-12-01,Male,Mixed,112,31,Hazel,Grey,Kolkata,Gujarat,2022-11-02,4,Still Missing,,Last seen near park,NGO,"Near school, Chennai"
C01016,Ananya,Joshi,2019-03-02,Male,Hispanic,142,15,Blue,Blonde,Pune,Uttar Pradesh,2023-12-02,6,Found,2024-01-22,Lost during travel,Relative,"Near temple, Pune"
C01017,Aarav,Gupta,2022-01-13,Male,Hispanic,119,36,Hazel,Black,Kolkata,Delhi,2025-02-11,3,Still Missing,,Last seen near park,Parent,"Near mall, Kolkata"
C01018,Aisha,Reddy,2015-11-09,Female,Caucasian,97,43,Hazel,Brown,Jaipur,West Bengal,2022-06-20,9,Still Missing,,Separated in a crowd,Police,"Near temple, Bangalore"
C01019,Ananya,Nair,2015-01-30,Male,Asian,118,19,Black,Blonde,Mumbai,Rajasthan,2024-12-26,10,Found,2025-01-25,Missing after school,NGO,"Near market, Bangalore"
C01020,Aditya,Sharma,2021-01-10,Female,African,146,26,Green,Red,Ahmedabad,Gujarat,2021-01-01,4,Still Missing,,Missing after school,Relative,"Near temple, Delhi"
C01021,Kabir,Joshi,2020-08-09,Female,Hispanic,103,23,Green,Red,Bangalore,West Bengal,2024-11-21,5,Found,2025-04-13,Separated in a crowd,Relative,"Near school, Pune"
C01022,Aarav,Mehta,2020-06-27,Male,African,158,24,Black,Red,Delhi,Gujarat,2024-10-04,5,Found,2024-10-31,Wandered away from home,NGO,"Near market, Hyderabad"
C01023,Aditya,Sharma,2017-05-03,Female,African,154,19,Green,Blonde,Ahmedabad,Maharashtra,2021-04-08,8,Still Missing,,Abducted by unknown person,NGO,"Near temple, Pune"
C01024,Vivaan,Joshi,2020-02-27,Male,Asian,149,22,Black,Grey,Lucknow,Maharashtra,2020-11-15,5,Found,2021-03-11,Lost during travel,NGO,"Near school, Lucknow"
C01025,Kabir,Mehta,2021-08-10,Male,Hispanic,150,34,Green,Grey,Kolkata,West Bengal,2022-09-08,4,Found,2022-10-31,Missing after school,Parent,"Near temple, Lucknow"
C01026,Ishaan,Gupta,2017-04-11,Male,Mixed,108,28,Blue,Black,Delhi,Delhi,2022-08-15,8,Found,2022-11-19,Abducted by unknown person,Teacher,"Near school, Lucknow"
C01027,Aarav,Mehta,2015-12-01,Female,Caucasian,152,50,Blue,Brown,Chennai,Maharashtra,2025-07-21,9,Found,2025-08-04,Last seen near park,Parent,"Near market, Pune"
C01028,Aditya,Das,2017-09-27,Female,Caucasian,120,39,Green,Red,Mumbai,Telangana,2021-11-12,8,Still Missing,,Lost during travel,Relative,"Near bus stop, Delhi"
C01029,Aditya,Mehta,2013-10-12,Female,Hispanic,138,33,Brown,Brown,Lucknow,Tamil Nadu,2021-09-17,11,Found,2022-01-01,Wandered away from home,Police,"Near market, Bangalore"
C01030,Aarav,Gupta,2017-02-21,Female,Caucasian,135,26,Hazel,Red,Delhi,Gujarat,2022-03-02,8,Still Missing,,Abducted by unknown person,NGO,"Near bus stop, Hyderabad"
C01031,Riya,Nair,2015-01-26,Male,Caucasian,116,32,Green,Red,Kolkata,Telangana,2024-08-28,10,Found,2024-12-23,Separated in a crowd,Parent,"Near temple, Chennai"
C01032,Riya,Das,2014-02-07,Male,Mixed,132,49,Black,Red,Bangalore,Uttar Pradesh,2021-03-01,11,Found,2021-07-10,Lost during travel,Police,"Near school, Chennai"
C01033,Ananya,Sharma,2014-01-05,Female,Caucasian,145,27,Green,Blonde,Jaipur,Tamil Nadu,2024-02-24,11,Found,2024-06-03,Last seen near park,Relative,"Near market, Chennai"
C01034,Ananya,Joshi,2012-11-22,Male,Asian,134,31,Hazel,Brown,Jaipur,Tamil Nadu,2024-02-12,12,Still Missing,,Abducted by unknown person,Parent,"Near bus stop, Hyderabad"
C01035,Aisha,Kumar,2016-10-06,Male,Hispanic,113,40,Black,Blonde,Bangalore,Tamil Nadu,2025-01-09,9,Still Missing,,Wandered away from home,Parent,"Near market, Hyderabad"
C01036,Aarav,Gupta,2021-04-10,Male,African,134,32,Black,Brown,Ahmedabad,Delhi,2024-04-30,4,Still Missing,,Last seen near park,Parent,"Near mall, Ahmedabad"
C01037,Arjun,Das,2016-03-02,Female,African,90,19,Blue,Blonde,Pune,Uttar Pradesh,2021-04-11,9,Found,2021-10-08,Abducted by unknown person,Teacher,"Near temple, Lucknow"
C01038,Arjun,Mehta,2017-01-03,Female,Caucasian,115,30,Blue,Red,Chennai,West Bengal,2024-12-17,8,Still Missing,,Separated in a crowd,Parent,"Near temple, Mumbai"
C01039,Riya,Sharma,2020-11-22,Female,Asian,126,37,Hazel,Red,Jaipur,Uttar Pradesh,2024-09-04,4,Still Missing,,Last seen near park,Teacher,"Near temple, Pune"
C01040,Ishaan,Reddy,2015-12-22,Female,Caucasian,132,34,Blue,Black,Lucknow,Karnataka,2022-01-24,9,Found,2022-04-21,Abducted by unknown person,Parent,"Near bus stop, Pune"
C01041,Aisha,Gupta,2019-07-22,Female,Hispanic,106,50,Hazel,Red,Ahmedabad,West Bengal,2022-02-10,6,Found,2022-04-05,Separated in a crowd,Parent,"Near market, Lucknow"
C01042,Riya,Sharma,2018-04-01,Female,Asian,138,22,Brown,Red,Chennai,Gujarat,2022-05-24,7,Found,2022-08-18,Wandered away from home,Teacher,"Near market, Bangalore"
C01043,Arjun,Kumar,2017-07-30,Female,Caucasian,159,15,Black,Blonde,Bangalore,Delhi,2025-07-08,8,Still Missing,,Wandered away from home,Relative,"Near bus stop, Kolkata"
C01044,Kabir,Patel,2019-06-22,Male,Hispanic,144,28,Green,Brown,Mumbai,Delhi,2022-10-07,6,Found,2023-01-27,Last seen near park,Police,"Near market, Chennai"
C01045,Arjun,Sharma,2014-05-27,Male,African,98,18,Brown,Black,Pune,Telangana,2023-09-11,11,Found,2023-09-25,Separated in a crowd,NGO,"Near school, Lucknow"
C01046,Ananya,Patel,2018-09-18,Male,Asian,156,20,Brown,Red,Chennai,Tamil Nadu,2023-01-26,7,Still Missing,,Wandered away from home,Teacher,"Near school, Hyderabad"
C01047,Riya,Gupta,2014-02-26,Male,African,90,21,Black,Blonde,Mumbai,Uttar Pradesh,2021-10-11,11,Still Missing,,Missing after school,NGO,"Near mall, Chennai"
C01048,Ishaan,Kumar,2019-09-27,Male,Hispanic,136,26,Blue,Grey,Kolkata,Telangana,2020-11-13,6,Found,2020-12-11,Last seen near park,NGO,"Near school, Lucknow"
C01049,Riya,Sharma,2017-09-24,Male,Hispanic,94,27,Brown,Brown,Pune,Delhi,2021-12-29,8,Found,2022-01-12,Wandered away from home,Relative,"Near school, Kolkata"
C01050,Aarav,Reddy,2018-04-18,Female,Hispanic,113,37,Hazel,Red,Bangalore,Uttar Pradesh,2023-03-31,7,Still Missing,,Last seen near park,NGO,"Near bus stop, Bangalore"
C01051,Aarav,Das,2022-03-24,Male,African,138,41,Hazel,Red,Ahmedabad,Gujarat,2021-07-23,3,Still Missing,,Wandered away from home,Teacher,"Near bus stop, Lucknow"
C01052,Arjun,Reddy,2015-07-27,Female,Mixed,113,33,Black,Red,Chennai,Tamil Nadu,2023-03-04,10,Still Missing,,Missing after school,NGO,"Near market, Jaipur"
C01053,Diya,Nair,2018-05-26,Female,Asian,133,49,Black,Red,Pune,Telangana,2025-05-26,7,Still Missing,,Lost during travel,Parent,"Near school, Lucknow"
C01054,Aditya,Das,2020-02-02,Male,Caucasian,150,15,Hazel,Black,Jaipur,Uttar Pradesh,2021-10-24,5,Still Missing,,Abducted by unknown person,Relative,"Near temple, Chennai"
C01055,Arjun,Kumar,2018-01-27,Male,African,142,39,Black,Grey,Ahmedabad,Delhi,2025-04-23,7,Found,2025-07-26,Last seen near park,NGO,"Near mall, Kolkata"
C01056,Aditya,Mehta,2018-10-14,Female,African,141,42,Black,Black,Kolkata,Gujarat,2021-04-21,6,Found,2021-09-10,Separated in a crowd,Relative,"Near temple, Delhi"
C01057,Aditya,Nair,2020-07-07,Female,African,113,20,Brown,Black,Lucknow,West Bengal,2025-02-16,5,Found,2025-08-04,Abducted by unknown person,Relative,"Near bus stop, Mumbai"
C01058,Aarav,Das,2015-12-29,Male,Hispanic,151,19,Hazel,Grey,Kolkata,Gujarat,2024-12-07,9,Still Missing,,Separated in a crowd,Police,"Near temple, Kolkata"
C01059,Kabir,Mehta,2022-03-19,Female,African,113,25,Green,Brown,Ahmedabad,Delhi,2025-04-22,3,Found,2025-07-13,Missing after school,Police,"Near mall, Jaipur"
C01060,Ishaan,Nair,2020-06-24,Female,Mixed,117,44,Blue,Blonde,Kolkata,Delhi,2022-09-05,5,Found,2022-11-04,Wandered away from home,Police,"Near temple, Pune"
C01061,Ishaan,Nair,2017-10-14,Female,Mixed,160,20,Hazel,Red,Mumbai,Uttar Pradesh,2021-06-02,7,Found,2021-07-20,Last seen near park,Parent,"Near bus stop, Bangalore"
C01062,Diya,Kumar,2015-05-05,Female,African,94,48,Black,Black,Ahmedabad,Maharashtra,2023-08-07,10,Found,2023-11-23,Lost during travel,Police,"Near school, Hyderabad"
C01063,Arjun,Singh,2016-12-11,Male,Caucasian,144,50,Hazel,Brown,Kolkata,Karnataka,2021-01-16,8,Still Missing,,Last seen near park,Teacher,"Near bus stop, Hyderabad"
C01064,Aditya,Sharma,2015-04-23,Male,Asian,154,23,Blue,Black,Pune,Karnataka,2024-12-31,10,Still Missing,,Lost during travel,Parent,"Near market, Pune"
C01065,Diya,Singh,2018-05-20,Female,Mixed,95,28,Hazel,Brown,Jaipur,Karnataka,2024-03-30,7,Found,2024-04-09,Wandered away from home,Teacher,"Near market, Kolkata"
C01066,Kabir,Nair,2017-01-21,Female,Asian,99,17,Brown,Black,Kolkata,Delhi,2021-08-10,8,Still Missing,,Wandered away from home,Relative,"Near temple, Mumbai"
C01067,Riya,Gupta,2020-11-18,Female,African,141,40,Blue,Grey,Ahmedabad,Rajasthan,2025-06-02,4,Still Missing,,Wandered away from home,Police,"Near market, Lucknow"
C01068,Arjun,Reddy,2022-05-23,Female,Hispanic,98,33,Brown,Brown,Pune,Delhi,2022-08-31,3,Still Missing,,Wandered away from home,Relative,"Near school, Ahmedabad"
C01069,Riya,Kumar,2020-05-18,Male,Caucasian,156,27,Hazel,Red,Jaipur,Delhi,2023-09-30,5,Found,2024-01-26,Lost during travel,NGO,"Near bus stop, Lucknow"
C01070,Vivaan,Das,2016-11-01,Male,African,150,45,Brown,Red,Hyderabad,Gujarat,2021-05-07,8,Still Missing,,Missing after school,Teacher,"Near bus stop, Lucknow"
C01071,Aarav,Singh,2018-05-10,Male,African,151,47,Brown,Blonde,Pune,Delhi,2023-09-14,7,Still Missing,,Lost during travel,Parent,"Near bus stop, Pune"
C01072,Vivaan,Joshi,2021-07-04,Male,Asian,144,21,Brown,Black,Hyderabad,Karnataka,2023-04-21,4,Still Missing,,Lost during travel,NGO,"Near school, Bangalore"
C01073,Aarav,Joshi,2016-02-28,Male,African,138,40,Black,Black,Bangalore,Uttar Pradesh,2023-04-09,9,Still Missing,,Last seen near park,Parent,"Near market, Kolkata"
C01074,Diya,Joshi,2013-06-11,Male,Caucasian,159,46,Hazel,Red,Pune,Gujarat,2023-09-08,12,Still Missing,,Last seen near park,Parent,"Near school, Mumbai"
C01075,Arjun,Patel,2017-08-11,Male,Hispanic,91,28,Black,Grey,Kolkata,West Bengal,2024-06-13,8,Still Missing,,Separated in a crowd,NGO,"Near temple, Hyderabad"
C01076,Aditya,Sharma,2015-03-06,Female,African,131,15,Hazel,Black,Lucknow,Uttar Pradesh,2023-11-08,10,Found,2024-03-20,Separated in a crowd,Police,"Near bus stop, Hyderabad"
C01077,Vivaan,Nair,2020-04-20,Female,African,148,31,Green,Black,Lucknow,Gujarat,2024-10-26,5,Found,2025-01-08,Last seen near park,Police,"Near temple, Lucknow"
C01078,Diya,Joshi,2022-05-04,Female,Caucasian,107,38,Green,Brown,Hyderabad,Rajasthan,2024-05-20,3,Found,2024-09-11,Separated in a crowd,Teacher,"Near bus stop, Lucknow"
C01079,Ishaan,Nair,2017-04-04,Female,Mixed,109,29,Blue,Black,Jaipur,Maharashtra,2023-09-16,8,Still Missing,,Missing after school,NGO,"Near mall, Jaipur"
C01080,Diya,Gupta,2020-08-14,Male,Hispanic,152,26,Hazel,Brown,Jaipur,Maharashtra,2022-05-17,5,Found,2022-07-16,Lost during travel,Relative,"Near temple, Jaipur"
C01081,Aisha,Singh,2021-09-12,Male,African,95,28,Black,Grey,Kolkata,West Bengal,2024-03-03,4,Still Missing,,Wandered away from home,Parent,"Near school, Jaipur"
C01082,Aisha,Patel,2015-03-01,Male,African,150,18,Blue,Red,Jaipur,Rajasthan,2021-08-09,10,Found,2022-01-22,Wandered away from home,Teacher,"Near temple, Delhi"
C01083,Vivaan,Gupta,2019-01-14,Female,Mixed,144,23,Black,Grey,Bangalore,Tamil Nadu,2025-08-10,6,Still Missing,,Wandered away from home,Parent,"Near bus stop, Kolkata"
C01084,Arjun,Joshi,2021-03-25,Male,Mixed,93,23,Green,Brown,Hyderabad,Karnataka,2022-03-31,4,Still Missing,,Separated in a crowd,Teacher,"Near school, Lucknow"
C01085,Ishaan,Reddy,2013-11-09,Male,Asian,153,27,Brown,Brown,Chennai,West Bengal,2021-07-31,11,Still Missing,,Lost during travel,NGO,"Near temple, Kolkata"
C01086,Ananya,Nair,2021-07-03,Male,Mixed,104,23,Black,Red,Pune,Uttar Pradesh,2025-02-12,4,Still Missing,,Lost during travel,Relative,"Near market, Bangalore"
C01087,Kabir,Nair,2014-08-14,Male,African,97,19,Brown,Grey,Jaipur,Tamil Nadu,2021-03-04,11,Still Missing,,Lost during travel,Teacher,"Near bus stop, Hyderabad"
C01088,Diya,Das,2014-03-07,Male,Asian,159,24,Blue,Black,Delhi,Tamil Nadu,2025-04-11,11,Found,2025-04-22,Separated in a crowd,Police,"Near market, Lucknow"
C01089,Diya,Joshi,2019-11-30,Female,Caucasian,109,38,Hazel,Brown,Lucknow,Uttar Pradesh,2022-04-18,5,Found,2022-06-06,Wandered away from home,NGO,"Near temple, Jaipur"
C01090,Kabir,Singh,2014-02-22,Female,African,127,31,Black,Red,Bangalore,Telangana,2022-11-22,11,Still Missing,,Last seen near park,Relative,"Near market, Mumbai"
C01091,Riya,Nair,2019-10-07,Female,Asian,124,33,Hazel,Brown,Jaipur,Telangana,2023-10-25,6,Found,2023-12-28,Lost during travel,Parent,"Near school, Jaipur"
C01092,Aisha,Reddy,2019-04-02,Female,Hispanic,112,36,Hazel,Red,Jaipur,Gujarat,2021-05-23,6,Found,2021-06-28,Wandered away from home,Relative,"Near market, Ahmedabad"
C01093,Ananya,Gupta,2021-04-02,Male,Mixed,91,26,Blue,Grey,Jaipur,Maharashtra,2023-08-14,4,Still Missing,,Lost during travel,Parent,"Near market, Pune"
C01094,Ishaan,Das,2014-09-11,Female,Mixed,138,34,Brown,Black,Kolkata,Uttar Pradesh,2024-03-18,11,Still Missing,,Lost during travel,Teacher,"Near temple, Lucknow"
C01095,Riya,Mehta,2012-12-22,Female,Asian,93,16,Green,Red,Lucknow,Tamil Nadu,2021-10-31,12,Still Missing,,Missing after school,Police,"Near temple, Ahmedabad"
C01096,Arjun,Joshi,2019-03-12,Female,Caucasian,120,47,Hazel,Red,Delhi,Uttar Pradesh,2022-02-14,6,Still Missing,,Last seen near park,Relative,"Near mall, Hyderabad"
C01097,Aarav,Joshi,2017-09-23,Female,Caucasian,97,41,Brown,Red,Chennai,Rajasthan,2020-11-19,8,Still Missing,,Last seen near park,Parent,"Near temple, Chennai"
C01098,Aditya,Patel,2015-01-31,Male,Hispanic,117,43,Blue,Blonde,Delhi,Telangana,2024-11-10,10,Found,2025-04-16,Missing after school,Parent,"Near mall, Ahmedabad"
C01099,Vivaan,Reddy,2014-03-20,Female,Hispanic,102,21,Hazel,Brown,Pune,Gujarat,2024-01-26,11,Still Missing,,Missing after school,NGO,"Near school, Hyderabad"
C01100,Ananya,Singh,2019-08-17,Female,Mixed,152,50,Black,Black,Hyderabad,Uttar Pradesh,2025-09-27,6,Still Missing,,Missing after school,Parent,"Near market, Hyderabad"
C01101,Aarav,Gupta,2013-08-06,Female,Asian,115,19,Black,Blonde,Pune,Uttar Pradesh,2022-09-09,12,Found,2022-11-21,Lost during travel,Teacher,"Near temple, Lucknow"
C01102,Aarav,Das,2013-12-30,Female,Asian,91,37,Brown,Black,Kolkata,Tamil Nadu,2025-03-05,11,Still Missing,,Missing after school,Parent,"Near temple, Bangalore"
C01103,Kabir,Mehta,2018-01-30,Male,Hispanic,141,41,Black,Red,Kolkata,Gujarat,2022-11-17,7,Found,2023-02-28,Lost during travel,NGO,"Near bus stop, Chennai"
C01104,Vivaan,Nair,2014-09-07,Male,Asian,130,35,Brown,Brown,Pune,Maharashtra,2022-05-26,11,Found,2022-09-17,Separated in a crowd,Relative,"Near school, Mumbai"
C01105,Riya,Reddy,2013-04-27,Female,Asian,127,47,Brown,Grey,Pune,Gujarat,2024-05-21,12,Still Missing,,Last seen near park,Teacher,"Near market, Mumbai"
C01106,Kabir,Das,2018-04-03,Male,Caucasian,128,19,Green,Red,Pune,Telangana,2023-12-14,7,Still Missing,,Lost during travel,Parent,"Near market, Delhi"
C01107,Aditya,Kumar,2017-11-20,Male,Mixed,140,16,Black,Grey,Pune,Karnataka,2021-12-23,7,Still Missing,,Separated in a crowd,Parent,"Near mall, Jaipur"
C01108,Diya,Patel,2015-03-06,Female,Asian,97,34,Hazel,Red,Bangalore,Telangana,2025-03-08,10,Found,2025-07-18,Abducted by unknown person,Parent,"Near temple, Jaipur"
C01109,Vivaan,Patel,2014-12-15,Female,Hispanic,122,18,Brown,Red,Ahmedabad,Telangana,2022-05-31,10,Still Missing,,Abducted by unknown person,Parent,"Near market, Ahmedabad"
C01110,Riya,Singh,2014-01-22,Male,African,134,16,Black,Blonde,Mumbai,Rajasthan,2025-02-20,11,Found,2025-03-13,Lost during travel,NGO,"Near bus stop, Ahmedabad"
C01111,Kabir,Das,2020-02-05,Male,African,108,47,Brown,Black,Delhi,Rajasthan,2021-12-04,5,Still Missing,,Missing after school,Police,"Near mall, Chennai"
C01112,Aditya,Kumar,2022-08-13,Female,African,158,20,Hazel,Blonde,Lucknow,Uttar Pradesh,2023-08-23,3,Found,2023-09-09,Wandered away from home,NGO,"Near school, Delhi"
C01113,Diya,Mehta,2019-07-09,Female,Asian,132,38,Brown,Black,Chennai,Uttar Pradesh,2021-11-21,6,Found,2021-12-06,Abducted by unknown person,Teacher,"Near temple, Hyderabad"
C01114,Arjun,Reddy,2022-08-17,Female,Asian,143,40,Brown,Black,Ahmedabad,Rajasthan,2021-11-10,3,Still Missing,,Lost during travel,Relative,"Near bus stop, Chennai"
C01115,Aarav,Nair,2018-10-23,Female,Hispanic,132,49,Blue,Grey,Hyderabad,Uttar Pradesh,2023-07-01,6,Still Missing,,Lost during travel,Relative,"Near mall, Delhi"
C01116,Diya,Nair,2015-04-29,Male,Hispanic,154,20,Green,Black,Jaipur,Telangana,2023-10-15,10,Still Missing,,Wandered away from home,Teacher,"Near mall, Delhi"
C01117,Aditya,Gupta,2021-03-16,Male,Asian,90,47,Green,Blonde,Mumbai,Telangana,2025-08-12,4,Found,2025-11-06,Last seen near park,Police,"Near bus stop, Jaipur"
C01118,Riya,Reddy,2019-04-08,Male,Asian,104,20,Black,Blonde,Lucknow,Gujarat,2025-04-17,6,Still Missing,,Wandered away from home,NGO,"Near mall, Delhi"
C01119,Arjun,Gupta,2017-07-09,Male,African,102,30,Brown,Red,Mumbai,Gujarat,2021-05-25,8,Still Missing,,Last seen near park,Teacher,"Near school, Pune"
C01120,Aditya,Patel,2018-05-15,Female,African,96,19,Green,Brown,Pune,Gujarat,2024-01-27,7,Still Missing,,Lost during travel,Parent,"Near bus stop, Delhi"
C01121,Aisha,Mehta,2020-10-16,Male,Caucasian,146,39,Black,Grey,Lucknow,Delhi,2022-05-17,4,Found,2022-09-03,Missing after school,Relative,"Near school, Delhi"
C01122,Riya,Sharma,2016-04-26,Female,Mixed,102,26,Hazel,Brown,Ahmedabad,Telangana,2025-08-28,9,Found,2025-11-23,Last seen near park,Police,"Near bus stop, Ahmedabad"
